Cer,[M+C2H3O2]-,NL_C2H4CO2,M-H-H2CO,NL_H2O&SN1,NL_H2O&SN2amide,SN2amide
Cer(d10:0/10:0)+C2H3O2,402.3224,342.3013,312.2907,196.1707,153.1282,170.155
Cer(d10:0/12:0)+C2H3O2,430.3537,370.3326,340.322,224.202,153.1282,198.1863
Cer(d10:0/13:0)+C2H3O2,444.3694,384.3483,354.3377,238.2177,153.1282,212.202
Cer(d10:0/14:0)+C2H3O2,458.385,398.3639,368.3533,252.2333,153.1282,226.2176
Cer(d10:0/14:1)+C2H3O2,456.3694,396.3483,366.3377,250.2177,153.1282,224.202
Cer(d10:0/15:0)+C2H3O2,472.4007,412.3796,382.369,266.249,153.1282,240.2333
Cer(d10:0/15:1)+C2H3O2,470.385,410.3639,380.3533,264.2333,153.1282,238.2176
Cer(d10:0/16:0)+C2H3O2,486.4163,426.3952,396.3846,280.2646,153.1282,254.2489
Cer(d10:0/16:1)+C2H3O2,484.4007,424.3796,394.369,278.249,153.1282,252.2333
Cer(d10:0/17:0)+C2H3O2,500.432,440.4109,410.4003,294.2803,153.1282,268.2646
Cer(d10:0/17:1)+C2H3O2,498.4163,438.3952,408.3846,292.2646,153.1282,266.2489
Cer(d10:0/17:2)+C2H3O2,496.4007,436.3796,406.369,290.249,153.1282,264.2333
Cer(d10:0/18:0)+C2H3O2,514.4476,454.4265,424.4159,308.2959,153.1282,282.2802
Cer(d10:0/18:1)+C2H3O2,512.432,452.4109,422.4003,306.2803,153.1282,280.2646
Cer(d10:0/18:2)+C2H3O2,510.4163,450.3952,420.3846,304.2646,153.1282,278.2489
Cer(d10:0/18:3)+C2H3O2,508.4007,448.3796,418.369,302.249,153.1282,276.2333
Cer(d10:0/18:4)+C2H3O2,506.385,446.3639,416.3533,300.2333,153.1282,274.2176
Cer(d10:0/19:0)+C2H3O2,528.4633,468.4422,438.4316,322.3116,153.1282,296.2959
Cer(d10:0/20:0)+C2H3O2,542.4789,482.4578,452.4472,336.3272,153.1282,310.3115
Cer(d10:0/20:1)+C2H3O2,540.4633,480.4422,450.4316,334.3116,153.1282,308.2959
Cer(d10:0/20:2)+C2H3O2,538.4476,478.4265,448.4159,332.2959,153.1282,306.2802
Cer(d10:0/20:3)+C2H3O2,536.432,476.4109,446.4003,330.2803,153.1282,304.2646
Cer(d10:0/20:4)+C2H3O2,534.4163,474.3952,444.3846,328.2646,153.1282,302.2489
Cer(d10:0/20:5)+C2H3O2,532.4007,472.3796,442.369,326.249,153.1282,300.2333
Cer(d10:0/21:0)+C2H3O2,556.4946,496.4735,466.4629,350.3429,153.1282,324.3272
Cer(d10:0/22:0)+C2H3O2,570.5102,510.4891,480.4785,364.3585,153.1282,338.3428
Cer(d10:0/22:1)+C2H3O2,568.4946,508.4735,478.4629,362.3429,153.1282,336.3272
Cer(d10:0/22:2)+C2H3O2,566.4789,506.4578,476.4472,360.3272,153.1282,334.3115
Cer(d10:0/22:3)+C2H3O2,564.4633,504.4422,474.4316,358.3116,153.1282,332.2959
Cer(d10:0/22:4)+C2H3O2,562.4476,502.4265,472.4159,356.2959,153.1282,330.2802
Cer(d10:0/22:5)+C2H3O2,560.432,500.4109,470.4003,354.2803,153.1282,328.2646
Cer(d10:0/22:6)+C2H3O2,558.4163,498.3952,468.3846,352.2646,153.1282,326.2489
Cer(d10:0/23:0)+C2H3O2,584.5259,524.5048,494.4942,378.3742,153.1282,352.3585
Cer(d10:0/24:0)+C2H3O2,598.5415,538.5204,508.5098,392.3898,153.1282,366.3741
Cer(d10:0/24:1)+C2H3O2,596.5259,536.5048,506.4942,390.3742,153.1282,364.3585
Cer(d10:0/25:0)+C2H3O2,612.5572,552.5361,522.5255,406.4055,153.1282,380.3898
Cer(d10:0/26:0)+C2H3O2,626.5728,566.5517,536.5411,420.4211,153.1282,394.4054
Cer(d10:0/8:0)+C2H3O2,374.2911,314.27,284.2594,168.1394,153.1282,142.1237
Cer(d12:0/10:0)+C2H3O2,430.3537,370.3326,340.322,196.1707,181.1595,170.155
Cer(d12:0/12:0)+C2H3O2,458.385,398.3639,368.3533,224.202,181.1595,198.1863
Cer(d12:0/13:0)+C2H3O2,472.4007,412.3796,382.369,238.2177,181.1595,212.202
Cer(d12:0/14:0)+C2H3O2,486.4163,426.3952,396.3846,252.2333,181.1595,226.2176
Cer(d12:0/14:1)+C2H3O2,484.4007,424.3796,394.369,250.2177,181.1595,224.202
Cer(d12:0/15:0)+C2H3O2,500.432,440.4109,410.4003,266.249,181.1595,240.2333
Cer(d12:0/15:1)+C2H3O2,498.4163,438.3952,408.3846,264.2333,181.1595,238.2176
Cer(d12:0/16:0)+C2H3O2,514.4476,454.4265,424.4159,280.2646,181.1595,254.2489
Cer(d12:0/16:1)+C2H3O2,512.432,452.4109,422.4003,278.249,181.1595,252.2333
Cer(d12:0/17:0)+C2H3O2,528.4633,468.4422,438.4316,294.2803,181.1595,268.2646
Cer(d12:0/17:1)+C2H3O2,526.4476,466.4265,436.4159,292.2646,181.1595,266.2489
Cer(d12:0/17:2)+C2H3O2,524.432,464.4109,434.4003,290.249,181.1595,264.2333
Cer(d12:0/18:0)+C2H3O2,542.4789,482.4578,452.4472,308.2959,181.1595,282.2802
Cer(d12:0/18:1)+C2H3O2,540.4633,480.4422,450.4316,306.2803,181.1595,280.2646
Cer(d12:0/18:2)+C2H3O2,538.4476,478.4265,448.4159,304.2646,181.1595,278.2489
Cer(d12:0/18:3)+C2H3O2,536.432,476.4109,446.4003,302.249,181.1595,276.2333
Cer(d12:0/18:4)+C2H3O2,534.4163,474.3952,444.3846,300.2333,181.1595,274.2176
Cer(d12:0/19:0)+C2H3O2,556.4946,496.4735,466.4629,322.3116,181.1595,296.2959
Cer(d12:0/20:0)+C2H3O2,570.5102,510.4891,480.4785,336.3272,181.1595,310.3115
Cer(d12:0/20:1)+C2H3O2,568.4946,508.4735,478.4629,334.3116,181.1595,308.2959
Cer(d12:0/20:2)+C2H3O2,566.4789,506.4578,476.4472,332.2959,181.1595,306.2802
Cer(d12:0/20:3)+C2H3O2,564.4633,504.4422,474.4316,330.2803,181.1595,304.2646
Cer(d12:0/20:4)+C2H3O2,562.4476,502.4265,472.4159,328.2646,181.1595,302.2489
Cer(d12:0/20:5)+C2H3O2,560.432,500.4109,470.4003,326.249,181.1595,300.2333
Cer(d12:0/21:0)+C2H3O2,584.5259,524.5048,494.4942,350.3429,181.1595,324.3272
Cer(d12:0/22:0)+C2H3O2,598.5415,538.5204,508.5098,364.3585,181.1595,338.3428
Cer(d12:0/22:1)+C2H3O2,596.5259,536.5048,506.4942,362.3429,181.1595,336.3272
Cer(d12:0/22:2)+C2H3O2,594.5102,534.4891,504.4785,360.3272,181.1595,334.3115
Cer(d12:0/22:3)+C2H3O2,592.4946,532.4735,502.4629,358.3116,181.1595,332.2959
Cer(d12:0/22:4)+C2H3O2,590.4789,530.4578,500.4472,356.2959,181.1595,330.2802
Cer(d12:0/22:5)+C2H3O2,588.4633,528.4422,498.4316,354.2803,181.1595,328.2646
Cer(d12:0/22:6)+C2H3O2,586.4476,526.4265,496.4159,352.2646,181.1595,326.2489
Cer(d12:0/23:0)+C2H3O2,612.5572,552.5361,522.5255,378.3742,181.1595,352.3585
Cer(d12:0/24:0)+C2H3O2,626.5728,566.5517,536.5411,392.3898,181.1595,366.3741
Cer(d12:0/24:1)+C2H3O2,624.5572,564.5361,534.5255,390.3742,181.1595,364.3585
Cer(d12:0/25:0)+C2H3O2,640.5885,580.5674,550.5568,406.4055,181.1595,380.3898
Cer(d12:0/26:0)+C2H3O2,654.6041,594.583,564.5724,420.4211,181.1595,394.4054
Cer(d12:0/8:0)+C2H3O2,402.3224,342.3013,312.2907,168.1394,181.1595,142.1237
Cer(d13:0/10:0)+C2H3O2,444.3694,384.3483,354.3377,196.1707,195.1752,170.155
Cer(d13:0/12:0)+C2H3O2,472.4007,412.3796,382.369,224.202,195.1752,198.1863
Cer(d13:0/13:0)+C2H3O2,486.4164,426.3953,396.3847,238.2177,195.1752,212.202
Cer(d13:0/14:0)+C2H3O2,500.432,440.4109,410.4003,252.2333,195.1752,226.2176
Cer(d13:0/14:1)+C2H3O2,498.4164,438.3953,408.3847,250.2177,195.1752,224.202
Cer(d13:0/15:0)+C2H3O2,514.4477,454.4266,424.416,266.249,195.1752,240.2333
Cer(d13:0/15:1)+C2H3O2,512.432,452.4109,422.4003,264.2333,195.1752,238.2176
Cer(d13:0/16:0)+C2H3O2,528.4633,468.4422,438.4316,280.2646,195.1752,254.2489
Cer(d13:0/16:1)+C2H3O2,526.4477,466.4266,436.416,278.249,195.1752,252.2333
Cer(d13:0/17:0)+C2H3O2,542.479,482.4579,452.4473,294.2803,195.1752,268.2646
Cer(d13:0/17:1)+C2H3O2,540.4633,480.4422,450.4316,292.2646,195.1752,266.2489
Cer(d13:0/17:2)+C2H3O2,538.4477,478.4266,448.416,290.249,195.1752,264.2333
Cer(d13:0/18:0)+C2H3O2,556.4946,496.4735,466.4629,308.2959,195.1752,282.2802
Cer(d13:0/18:1)+C2H3O2,554.479,494.4579,464.4473,306.2803,195.1752,280.2646
Cer(d13:0/18:2)+C2H3O2,552.4633,492.4422,462.4316,304.2646,195.1752,278.2489
Cer(d13:0/18:3)+C2H3O2,550.4477,490.4266,460.416,302.249,195.1752,276.2333
Cer(d13:0/18:4)+C2H3O2,548.432,488.4109,458.4003,300.2333,195.1752,274.2176
Cer(d13:0/19:0)+C2H3O2,570.5103,510.4892,480.4786,322.3116,195.1752,296.2959
Cer(d13:0/20:0)+C2H3O2,584.5259,524.5048,494.4942,336.3272,195.1752,310.3115
Cer(d13:0/20:1)+C2H3O2,582.5103,522.4892,492.4786,334.3116,195.1752,308.2959
Cer(d13:0/20:2)+C2H3O2,580.4946,520.4735,490.4629,332.2959,195.1752,306.2802
Cer(d13:0/20:3)+C2H3O2,578.479,518.4579,488.4473,330.2803,195.1752,304.2646
Cer(d13:0/20:4)+C2H3O2,576.4633,516.4422,486.4316,328.2646,195.1752,302.2489
Cer(d13:0/20:5)+C2H3O2,574.4477,514.4266,484.416,326.249,195.1752,300.2333
Cer(d13:0/21:0)+C2H3O2,598.5416,538.5205,508.5099,350.3429,195.1752,324.3272
Cer(d13:0/22:0)+C2H3O2,612.5572,552.5361,522.5255,364.3585,195.1752,338.3428
Cer(d13:0/22:1)+C2H3O2,610.5416,550.5205,520.5099,362.3429,195.1752,336.3272
Cer(d13:0/22:2)+C2H3O2,608.5259,548.5048,518.4942,360.3272,195.1752,334.3115
Cer(d13:0/22:3)+C2H3O2,606.5103,546.4892,516.4786,358.3116,195.1752,332.2959
Cer(d13:0/22:4)+C2H3O2,604.4946,544.4735,514.4629,356.2959,195.1752,330.2802
Cer(d13:0/22:5)+C2H3O2,602.479,542.4579,512.4473,354.2803,195.1752,328.2646
Cer(d13:0/22:6)+C2H3O2,600.4633,540.4422,510.4316,352.2646,195.1752,326.2489
Cer(d13:0/23:0)+C2H3O2,626.5729,566.5518,536.5412,378.3742,195.1752,352.3585
Cer(d13:0/24:0)+C2H3O2,640.5885,580.5674,550.5568,392.3898,195.1752,366.3741
Cer(d13:0/24:1)+C2H3O2,638.5729,578.5518,548.5412,390.3742,195.1752,364.3585
Cer(d13:0/25:0)+C2H3O2,654.6042,594.5831,564.5725,406.4055,195.1752,380.3898
Cer(d13:0/26:0)+C2H3O2,668.6198,608.5987,578.5881,420.4211,195.1752,394.4054
Cer(d13:0/8:0)+C2H3O2,416.3381,356.317,326.3064,168.1394,195.1752,142.1237
Cer(d14:0/10:0)+C2H3O2,458.385,398.3639,368.3533,196.1707,209.1908,170.155
Cer(d14:0/12:0)+C2H3O2,486.4163,426.3952,396.3846,224.202,209.1908,198.1863
Cer(d14:0/13:0)+C2H3O2,500.432,440.4109,410.4003,238.2177,209.1908,212.202
Cer(d14:0/14:0)+C2H3O2,514.4476,454.4265,424.4159,252.2333,209.1908,226.2176
Cer(d14:0/14:1)+C2H3O2,512.432,452.4109,422.4003,250.2177,209.1908,224.202
Cer(d14:0/15:0)+C2H3O2,528.4633,468.4422,438.4316,266.249,209.1908,240.2333
Cer(d14:0/15:1)+C2H3O2,526.4476,466.4265,436.4159,264.2333,209.1908,238.2176
Cer(d14:0/16:0)+C2H3O2,542.4789,482.4578,452.4472,280.2646,209.1908,254.2489
Cer(d14:0/16:1)+C2H3O2,540.4633,480.4422,450.4316,278.249,209.1908,252.2333
Cer(d14:0/17:0)+C2H3O2,556.4946,496.4735,466.4629,294.2803,209.1908,268.2646
Cer(d14:0/17:1)+C2H3O2,554.4789,494.4578,464.4472,292.2646,209.1908,266.2489
Cer(d14:0/17:2)+C2H3O2,552.4633,492.4422,462.4316,290.249,209.1908,264.2333
Cer(d14:0/18:0)+C2H3O2,570.5102,510.4891,480.4785,308.2959,209.1908,282.2802
Cer(d14:0/18:1)+C2H3O2,568.4946,508.4735,478.4629,306.2803,209.1908,280.2646
Cer(d14:0/18:2)+C2H3O2,566.4789,506.4578,476.4472,304.2646,209.1908,278.2489
Cer(d14:0/18:3)+C2H3O2,564.4633,504.4422,474.4316,302.249,209.1908,276.2333
Cer(d14:0/18:4)+C2H3O2,562.4476,502.4265,472.4159,300.2333,209.1908,274.2176
Cer(d14:0/19:0)+C2H3O2,584.5259,524.5048,494.4942,322.3116,209.1908,296.2959
Cer(d14:0/20:0)+C2H3O2,598.5415,538.5204,508.5098,336.3272,209.1908,310.3115
Cer(d14:0/20:1)+C2H3O2,596.5259,536.5048,506.4942,334.3116,209.1908,308.2959
Cer(d14:0/20:2)+C2H3O2,594.5102,534.4891,504.4785,332.2959,209.1908,306.2802
Cer(d14:0/20:3)+C2H3O2,592.4946,532.4735,502.4629,330.2803,209.1908,304.2646
Cer(d14:0/20:4)+C2H3O2,590.4789,530.4578,500.4472,328.2646,209.1908,302.2489
Cer(d14:0/20:5)+C2H3O2,588.4633,528.4422,498.4316,326.249,209.1908,300.2333
Cer(d14:0/21:0)+C2H3O2,612.5572,552.5361,522.5255,350.3429,209.1908,324.3272
Cer(d14:0/22:0)+C2H3O2,626.5728,566.5517,536.5411,364.3585,209.1908,338.3428
Cer(d14:0/22:1)+C2H3O2,624.5572,564.5361,534.5255,362.3429,209.1908,336.3272
Cer(d14:0/22:2)+C2H3O2,622.5415,562.5204,532.5098,360.3272,209.1908,334.3115
Cer(d14:0/22:3)+C2H3O2,620.5259,560.5048,530.4942,358.3116,209.1908,332.2959
Cer(d14:0/22:4)+C2H3O2,618.5102,558.4891,528.4785,356.2959,209.1908,330.2802
Cer(d14:0/22:5)+C2H3O2,616.4946,556.4735,526.4629,354.2803,209.1908,328.2646
Cer(d14:0/22:6)+C2H3O2,614.4789,554.4578,524.4472,352.2646,209.1908,326.2489
Cer(d14:0/23:0)+C2H3O2,640.5885,580.5674,550.5568,378.3742,209.1908,352.3585
Cer(d14:0/24:0)+C2H3O2,654.6041,594.583,564.5724,392.3898,209.1908,366.3741
Cer(d14:0/24:1)+C2H3O2,652.5885,592.5674,562.5568,390.3742,209.1908,364.3585
Cer(d14:0/25:0)+C2H3O2,668.6198,608.5987,578.5881,406.4055,209.1908,380.3898
Cer(d14:0/26:0)+C2H3O2,682.6354,622.6143,592.6037,420.4211,209.1908,394.4054
Cer(d14:0/8:0)+C2H3O2,430.3537,370.3326,340.322,168.1394,209.1908,142.1237
Cer(d14:1/10:0)+C2H3O2,456.3694,396.3483,366.3377,196.1707,207.1752,170.155
Cer(d14:1/12:0)+C2H3O2,484.4007,424.3796,394.369,224.202,207.1752,198.1863
Cer(d14:1/13:0)+C2H3O2,498.4164,438.3953,408.3847,238.2177,207.1752,212.202
Cer(d14:1/14:0)+C2H3O2,512.432,452.4109,422.4003,252.2333,207.1752,226.2176
Cer(d14:1/14:1)+C2H3O2,510.4164,450.3953,420.3847,250.2177,207.1752,224.202
Cer(d14:1/15:0)+C2H3O2,526.4477,466.4266,436.416,266.249,207.1752,240.2333
Cer(d14:1/15:1)+C2H3O2,524.432,464.4109,434.4003,264.2333,207.1752,238.2176
Cer(d14:1/16:0)+C2H3O2,540.4633,480.4422,450.4316,280.2646,207.1752,254.2489
Cer(d14:1/16:1)+C2H3O2,538.4477,478.4266,448.416,278.249,207.1752,252.2333
Cer(d14:1/17:0)+C2H3O2,554.479,494.4579,464.4473,294.2803,207.1752,268.2646
Cer(d14:1/17:1)+C2H3O2,552.4633,492.4422,462.4316,292.2646,207.1752,266.2489
Cer(d14:1/17:2)+C2H3O2,550.4477,490.4266,460.416,290.249,207.1752,264.2333
Cer(d14:1/18:0)+C2H3O2,568.4946,508.4735,478.4629,308.2959,207.1752,282.2802
Cer(d14:1/18:1)+C2H3O2,566.479,506.4579,476.4473,306.2803,207.1752,280.2646
Cer(d14:1/18:2)+C2H3O2,564.4633,504.4422,474.4316,304.2646,207.1752,278.2489
Cer(d14:1/18:3)+C2H3O2,562.4477,502.4266,472.416,302.249,207.1752,276.2333
Cer(d14:1/18:4)+C2H3O2,560.432,500.4109,470.4003,300.2333,207.1752,274.2176
Cer(d14:1/19:0)+C2H3O2,582.5103,522.4892,492.4786,322.3116,207.1752,296.2959
Cer(d14:1/20:0)+C2H3O2,596.5259,536.5048,506.4942,336.3272,207.1752,310.3115
Cer(d14:1/20:1)+C2H3O2,594.5103,534.4892,504.4786,334.3116,207.1752,308.2959
Cer(d14:1/20:2)+C2H3O2,592.4946,532.4735,502.4629,332.2959,207.1752,306.2802
Cer(d14:1/20:3)+C2H3O2,590.479,530.4579,500.4473,330.2803,207.1752,304.2646
Cer(d14:1/20:4)+C2H3O2,588.4633,528.4422,498.4316,328.2646,207.1752,302.2489
Cer(d14:1/20:5)+C2H3O2,586.4477,526.4266,496.416,326.249,207.1752,300.2333
Cer(d14:1/21:0)+C2H3O2,610.5416,550.5205,520.5099,350.3429,207.1752,324.3272
Cer(d14:1/22:0)+C2H3O2,624.5572,564.5361,534.5255,364.3585,207.1752,338.3428
Cer(d14:1/22:1)+C2H3O2,622.5416,562.5205,532.5099,362.3429,207.1752,336.3272
Cer(d14:1/22:2)+C2H3O2,620.5259,560.5048,530.4942,360.3272,207.1752,334.3115
Cer(d14:1/22:3)+C2H3O2,618.5103,558.4892,528.4786,358.3116,207.1752,332.2959
Cer(d14:1/22:4)+C2H3O2,616.4946,556.4735,526.4629,356.2959,207.1752,330.2802
Cer(d14:1/22:5)+C2H3O2,614.479,554.4579,524.4473,354.2803,207.1752,328.2646
Cer(d14:1/22:6)+C2H3O2,612.4633,552.4422,522.4316,352.2646,207.1752,326.2489
Cer(d14:1/23:0)+C2H3O2,638.5729,578.5518,548.5412,378.3742,207.1752,352.3585
Cer(d14:1/24:0)+C2H3O2,652.5885,592.5674,562.5568,392.3898,207.1752,366.3741
Cer(d14:1/24:1)+C2H3O2,650.5729,590.5518,560.5412,390.3742,207.1752,364.3585
Cer(d14:1/25:0)+C2H3O2,666.6042,606.5831,576.5725,406.4055,207.1752,380.3898
Cer(d14:1/26:0)+C2H3O2,680.6198,620.5987,590.5881,420.4211,207.1752,394.4054
Cer(d14:1/8:0)+C2H3O2,428.3381,368.317,338.3064,168.1394,207.1752,142.1237
Cer(d15:0/10:0)+C2H3O2,472.4007,412.3796,382.369,196.1707,223.2065,170.155
Cer(d15:0/12:0)+C2H3O2,500.432,440.4109,410.4003,224.202,223.2065,198.1863
Cer(d15:0/13:0)+C2H3O2,514.4477,454.4266,424.416,238.2177,223.2065,212.202
Cer(d15:0/14:0)+C2H3O2,528.4633,468.4422,438.4316,252.2333,223.2065,226.2176
Cer(d15:0/14:1)+C2H3O2,526.4477,466.4266,436.416,250.2177,223.2065,224.202
Cer(d15:0/15:0)+C2H3O2,542.479,482.4579,452.4473,266.249,223.2065,240.2333
Cer(d15:0/15:1)+C2H3O2,540.4633,480.4422,450.4316,264.2333,223.2065,238.2176
Cer(d15:0/16:0)+C2H3O2,556.4946,496.4735,466.4629,280.2646,223.2065,254.2489
Cer(d15:0/16:1)+C2H3O2,554.479,494.4579,464.4473,278.249,223.2065,252.2333
Cer(d15:0/17:0)+C2H3O2,570.5103,510.4892,480.4786,294.2803,223.2065,268.2646
Cer(d15:0/17:1)+C2H3O2,568.4946,508.4735,478.4629,292.2646,223.2065,266.2489
Cer(d15:0/17:2)+C2H3O2,566.479,506.4579,476.4473,290.249,223.2065,264.2333
Cer(d15:0/18:0)+C2H3O2,584.5259,524.5048,494.4942,308.2959,223.2065,282.2802
Cer(d15:0/18:1)+C2H3O2,582.5103,522.4892,492.4786,306.2803,223.2065,280.2646
Cer(d15:0/18:2)+C2H3O2,580.4946,520.4735,490.4629,304.2646,223.2065,278.2489
Cer(d15:0/18:3)+C2H3O2,578.479,518.4579,488.4473,302.249,223.2065,276.2333
Cer(d15:0/18:4)+C2H3O2,576.4633,516.4422,486.4316,300.2333,223.2065,274.2176
Cer(d15:0/19:0)+C2H3O2,598.5416,538.5205,508.5099,322.3116,223.2065,296.2959
Cer(d15:0/20:0)+C2H3O2,612.5572,552.5361,522.5255,336.3272,223.2065,310.3115
Cer(d15:0/20:1)+C2H3O2,610.5416,550.5205,520.5099,334.3116,223.2065,308.2959
Cer(d15:0/20:2)+C2H3O2,608.5259,548.5048,518.4942,332.2959,223.2065,306.2802
Cer(d15:0/20:3)+C2H3O2,606.5103,546.4892,516.4786,330.2803,223.2065,304.2646
Cer(d15:0/20:4)+C2H3O2,604.4946,544.4735,514.4629,328.2646,223.2065,302.2489
Cer(d15:0/20:5)+C2H3O2,602.479,542.4579,512.4473,326.249,223.2065,300.2333
Cer(d15:0/21:0)+C2H3O2,626.5729,566.5518,536.5412,350.3429,223.2065,324.3272
Cer(d15:0/22:0)+C2H3O2,640.5885,580.5674,550.5568,364.3585,223.2065,338.3428
Cer(d15:0/22:1)+C2H3O2,638.5729,578.5518,548.5412,362.3429,223.2065,336.3272
Cer(d15:0/22:2)+C2H3O2,636.5572,576.5361,546.5255,360.3272,223.2065,334.3115
Cer(d15:0/22:3)+C2H3O2,634.5416,574.5205,544.5099,358.3116,223.2065,332.2959
Cer(d15:0/22:4)+C2H3O2,632.5259,572.5048,542.4942,356.2959,223.2065,330.2802
Cer(d15:0/22:5)+C2H3O2,630.5103,570.4892,540.4786,354.2803,223.2065,328.2646
Cer(d15:0/22:6)+C2H3O2,628.4946,568.4735,538.4629,352.2646,223.2065,326.2489
Cer(d15:0/23:0)+C2H3O2,654.6042,594.5831,564.5725,378.3742,223.2065,352.3585
Cer(d15:0/24:0)+C2H3O2,668.6198,608.5987,578.5881,392.3898,223.2065,366.3741
Cer(d15:0/24:1)+C2H3O2,666.6042,606.5831,576.5725,390.3742,223.2065,364.3585
Cer(d15:0/25:0)+C2H3O2,682.6355,622.6144,592.6038,406.4055,223.2065,380.3898
Cer(d15:0/26:0)+C2H3O2,696.6511,636.63,606.6194,420.4211,223.2065,394.4054
Cer(d15:0/8:0)+C2H3O2,444.3694,384.3483,354.3377,168.1394,223.2065,142.1237
Cer(d15:1/10:0)+C2H3O2,470.385,410.3639,380.3533,196.1707,221.1908,170.155
Cer(d15:1/12:0)+C2H3O2,498.4163,438.3952,408.3846,224.202,221.1908,198.1863
Cer(d15:1/13:0)+C2H3O2,512.432,452.4109,422.4003,238.2177,221.1908,212.202
Cer(d15:1/14:0)+C2H3O2,526.4476,466.4265,436.4159,252.2333,221.1908,226.2176
Cer(d15:1/14:1)+C2H3O2,524.432,464.4109,434.4003,250.2177,221.1908,224.202
Cer(d15:1/15:0)+C2H3O2,540.4633,480.4422,450.4316,266.249,221.1908,240.2333
Cer(d15:1/15:1)+C2H3O2,538.4476,478.4265,448.4159,264.2333,221.1908,238.2176
Cer(d15:1/16:0)+C2H3O2,554.4789,494.4578,464.4472,280.2646,221.1908,254.2489
Cer(d15:1/16:1)+C2H3O2,552.4633,492.4422,462.4316,278.249,221.1908,252.2333
Cer(d15:1/17:0)+C2H3O2,568.4946,508.4735,478.4629,294.2803,221.1908,268.2646
Cer(d15:1/17:1)+C2H3O2,566.4789,506.4578,476.4472,292.2646,221.1908,266.2489
Cer(d15:1/17:2)+C2H3O2,564.4633,504.4422,474.4316,290.249,221.1908,264.2333
Cer(d15:1/18:0)+C2H3O2,582.5102,522.4891,492.4785,308.2959,221.1908,282.2802
Cer(d15:1/18:1)+C2H3O2,580.4946,520.4735,490.4629,306.2803,221.1908,280.2646
Cer(d15:1/18:2)+C2H3O2,578.4789,518.4578,488.4472,304.2646,221.1908,278.2489
Cer(d15:1/18:3)+C2H3O2,576.4633,516.4422,486.4316,302.249,221.1908,276.2333
Cer(d15:1/18:4)+C2H3O2,574.4476,514.4265,484.4159,300.2333,221.1908,274.2176
Cer(d15:1/19:0)+C2H3O2,596.5259,536.5048,506.4942,322.3116,221.1908,296.2959
Cer(d15:1/20:0)+C2H3O2,610.5415,550.5204,520.5098,336.3272,221.1908,310.3115
Cer(d15:1/20:1)+C2H3O2,608.5259,548.5048,518.4942,334.3116,221.1908,308.2959
Cer(d15:1/20:2)+C2H3O2,606.5102,546.4891,516.4785,332.2959,221.1908,306.2802
Cer(d15:1/20:3)+C2H3O2,604.4946,544.4735,514.4629,330.2803,221.1908,304.2646
Cer(d15:1/20:4)+C2H3O2,602.4789,542.4578,512.4472,328.2646,221.1908,302.2489
Cer(d15:1/20:5)+C2H3O2,600.4633,540.4422,510.4316,326.249,221.1908,300.2333
Cer(d15:1/21:0)+C2H3O2,624.5572,564.5361,534.5255,350.3429,221.1908,324.3272
Cer(d15:1/22:0)+C2H3O2,638.5728,578.5517,548.5411,364.3585,221.1908,338.3428
Cer(d15:1/22:1)+C2H3O2,636.5572,576.5361,546.5255,362.3429,221.1908,336.3272
Cer(d15:1/22:2)+C2H3O2,634.5415,574.5204,544.5098,360.3272,221.1908,334.3115
Cer(d15:1/22:3)+C2H3O2,632.5259,572.5048,542.4942,358.3116,221.1908,332.2959
Cer(d15:1/22:4)+C2H3O2,630.5102,570.4891,540.4785,356.2959,221.1908,330.2802
Cer(d15:1/22:5)+C2H3O2,628.4946,568.4735,538.4629,354.2803,221.1908,328.2646
Cer(d15:1/22:6)+C2H3O2,626.4789,566.4578,536.4472,352.2646,221.1908,326.2489
Cer(d15:1/23:0)+C2H3O2,652.5885,592.5674,562.5568,378.3742,221.1908,352.3585
Cer(d15:1/24:0)+C2H3O2,666.6041,606.583,576.5724,392.3898,221.1908,366.3741
Cer(d15:1/24:1)+C2H3O2,664.5885,604.5674,574.5568,390.3742,221.1908,364.3585
Cer(d15:1/25:0)+C2H3O2,680.6198,620.5987,590.5881,406.4055,221.1908,380.3898
Cer(d15:1/26:0)+C2H3O2,694.6354,634.6143,604.6037,420.4211,221.1908,394.4054
Cer(d15:1/8:0)+C2H3O2,442.3537,382.3326,352.322,168.1394,221.1908,142.1237
Cer(d16:0/10:0)+C2H3O2,486.4163,426.3952,396.3846,196.1707,237.2221,170.155
Cer(d16:0/12:0)+C2H3O2,514.4476,454.4265,424.4159,224.202,237.2221,198.1863
Cer(d16:0/13:0)+C2H3O2,528.4633,468.4422,438.4316,238.2177,237.2221,212.202
Cer(d16:0/14:0)+C2H3O2,542.4789,482.4578,452.4472,252.2333,237.2221,226.2176
Cer(d16:0/14:1)+C2H3O2,540.4633,480.4422,450.4316,250.2177,237.2221,224.202
Cer(d16:0/15:0)+C2H3O2,556.4946,496.4735,466.4629,266.249,237.2221,240.2333
Cer(d16:0/15:1)+C2H3O2,554.4789,494.4578,464.4472,264.2333,237.2221,238.2176
Cer(d16:0/16:0)+C2H3O2,570.5102,510.4891,480.4785,280.2646,237.2221,254.2489
Cer(d16:0/16:1)+C2H3O2,568.4946,508.4735,478.4629,278.249,237.2221,252.2333
